date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:15:34	5142/5142	---M-Z	404	error ('Not%20Found')	text/html	etag:W/%22693afc34-239b%22	https://themewagon.github.io/robots.txt		(from )
11:15:35	46796/46796	---M-Z	200	added ('OK')	text/html	etag:W/%226932013b-b6cc%22	https://themewagon.github.io/Medinova/	C:/Users/rafiq/OneDrive/Desktop/Clean/m/themewagon.github.io/Medinova/index.html	(from )
11:15:35	9379/9379	---M-Z	404	error ('Not%20Found')	text/html	etag:W/%2264d39a40-24a3%22	https://themewagon.github.io/Medinova/img/favicon.ico	C:/Users/rafiq/OneDrive/Desktop/Clean/m/themewagon.github.io/Medinova/img/favicon.ico	(from https://themewagon.github.io/Medinova/)
11:15:35	59344/59344	---M-Z	200	added ('OK')	text/css	etag:%225f735d97-e7d0%22	https://cdnjs.cloudflare.com/ajax/libs/font-awesome/5.15.0/css/all.min.css	C:/Users/rafiq/OneDrive/Desktop/Clean/m/cdnjs.cloudflare.com/ajax/libs/font-awesome/5.15.0/css/all.min.css	(from https://themewagon.github.io/Medinova/)
11:15:36	63666/63666	---M-Z	200	added ('OK')	text/css	etag:W/%22f8b2-v7ZMVELJO4O8jF4rcNGwrm8YAaE%22	https://cdn.jsdelivr.net/npm/bootstrap-icons@1.4.1/font/bootstrap-icons.css	C:/Users/rafiq/OneDrive/Desktop/Clean/m/cdn.jsdelivr.net/npm/bootstrap-icons@1.4.1/font/bootstrap-icons.css	(from https://themewagon.github.io/Medinova/)
11:15:37	2936/2936	---M-Z	200	added ('OK')	text/css	etag:W/%226932013b-b78%22	https://themewagon.github.io/Medinova/lib/owlcarousel/assets/owl.carousel.min.css	C:/Users/rafiq/OneDrive/Desktop/Clean/m/themewagon.github.io/Medinova/lib/owlcarousel/assets/owl.carousel.min.css	(from https://themewagon.github.io/Medinova/)
11:15:37	9060/9060	---M-Z	200	added ('OK')	text/css	etag:W/%226932013b-2364%22	https://themewagon.github.io/Medinova/lib/tempusdominus/css/tempusdominus-bootstrap-4.min.css	C:/Users/rafiq/OneDrive/Desktop/Clean/m/themewagon.github.io/Medinova/lib/tempusdominus/css/tempusdominus-bootstrap-4.min.css	(from https://themewagon.github.io/Medinova/)
11:15:38	154031/154031	---M-Z	200	added ('OK')	text/css	etag:W/%226932013b-259af%22	https://themewagon.github.io/Medinova/css/bootstrap.min.css	C:/Users/rafiq/OneDrive/Desktop/Clean/m/themewagon.github.io/Medinova/css/bootstrap.min.css	(from https://themewagon.github.io/Medinova/)
11:15:38	4557/4557	---M-Z	200	added ('OK')	text/css	etag:W/%226932013b-11cd%22	https://themewagon.github.io/Medinova/css/style.css	C:/Users/rafiq/OneDrive/Desktop/Clean/m/themewagon.github.io/Medinova/css/style.css	(from https://themewagon.github.io/Medinova/)
11:15:38	46796/46796	---M-Z	200	added ('OK')	text/html	etag:W/%226932013a-b6cc%22	https://themewagon.github.io/Medinova/index.html	C:/Users/rafiq/OneDrive/Desktop/Clean/m/themewagon.github.io/Medinova/index-2.html	(from https://themewagon.github.io/Medinova/)
11:15:39	20865/20865	---M-Z	200	added ('OK')	text/html	etag:W/%226932013b-5181%22	https://themewagon.github.io/Medinova/about.html	C:/Users/rafiq/OneDrive/Desktop/Clean/m/themewagon.github.io/Medinova/about.html	(from https://themewagon.github.io/Medinova/)
11:15:39	25483/25483	---M-Z	200	added ('OK')	text/html	etag:W/%226932013b-638b%22	https://themewagon.github.io/Medinova/service.html	C:/Users/rafiq/OneDrive/Desktop/Clean/m/themewagon.github.io/Medinova/service.html	(from https://themewagon.github.io/Medinova/)
11:15:39	27273/27273	---M-Z	200	added ('OK')	text/html	etag:W/%226932013b-6a89%22	https://themewagon.github.io/Medinova/price.html	C:/Users/rafiq/OneDrive/Desktop/Clean/m/themewagon.github.io/Medinova/price.html	(from https://themewagon.github.io/Medinova/)
11:15:40	23796/23796	---M-Z	200	added ('OK')	text/html	etag:W/%226932013b-5cf4%22	https://themewagon.github.io/Medinova/blog.html	C:/Users/rafiq/OneDrive/Desktop/Clean/m/themewagon.github.io/Medinova/blog.html	(from https://themewagon.github.io/Medinova/)
